persona,camara,emocion,feature_path
p090,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p090_camaraWeb_Felicidad_000638.npy
p090,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p090_camaraWeb_Miedo_000639.npy
p090,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p090_camaraWeb_Neutral_000640.npy
p090,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p090_camaraWeb_Sorpresa_000641.npy
p090,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p090_camaraWeb_Tristeza_000642.npy
p091,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p091_camaraWeb_Asco_000650.npy
p091,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p091_camaraWeb_Enojo_000651.npy
p091,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p091_camaraWeb_Felicidad_000652.npy
p091,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p091_camaraWeb_Miedo_000653.npy
p091,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p091_camaraWeb_Neutral_000654.npy
p091,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p091_camaraWeb_Sorpresa_000655.npy
p091,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p091_camaraWeb_Tristeza_000656.npy
p093,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p093_camaraInfrarroja_Asco_000671.npy
p093,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p093_camaraInfrarroja_Enojo_000672.npy
p093,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p093_camaraInfrarroja_Felicidad_000673.npy
p093,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p093_camaraInfrarroja_Miedo_000674.npy
p093,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p093_camaraInfrarroja_Neutral_000675.npy
p093,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p093_camaraInfrarroja_Sorpresa_000676.npy
p093,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p093_camaraInfrarroja_Tristeza_000677.npy
p093,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p093_camaraWeb_Asco_000664.npy
p093,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p093_camaraWeb_Enojo_000665.npy
p093,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p093_camaraWeb_Felicidad_000666.npy
p093,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p093_camaraWeb_Miedo_000667.npy
p093,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p093_camaraWeb_Neutral_000668.npy
p093,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p093_camaraWeb_Sorpresa_000669.npy
p093,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p093_camaraWeb_Tristeza_000670.npy
p094,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p094_camaraInfrarroja_Asco_000685.npy
p094,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p094_camaraInfrarroja_Enojo_000686.npy
p094,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p094_camaraInfrarroja_Felicidad_000687.npy
p094,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p094_camaraInfrarroja_Miedo_000688.npy
p094,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p094_camaraInfrarroja_Neutral_000689.npy
p094,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p094_camaraInfrarroja_Sorpresa_000690.npy
p094,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p094_camaraInfrarroja_Tristeza_000691.npy
p094,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p094_camaraWeb_Asco_000678.npy
p094,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p094_camaraWeb_Enojo_000679.npy
p094,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p094_camaraWeb_Felicidad_000680.npy
p094,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p094_camaraWeb_Miedo_000681.npy
p094,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p094_camaraWeb_Neutral_000682.npy
p094,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p094_camaraWeb_Sorpresa_000683.npy
p094,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p094_camaraWeb_Tristeza_000684.npy
p095,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p095_camaraInfrarroja_Asco_000699.npy
p095,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p095_camaraInfrarroja_Enojo_000700.npy
p095,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p095_camaraInfrarroja_Felicidad_000701.npy
p095,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p095_camaraInfrarroja_Miedo_000702.npy
p095,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p095_camaraInfrarroja_Sorpresa_000704.npy
p095,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p095_camaraInfrarroja_Tristeza_000705.npy
p095,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p095_camaraWeb_Asco_000692.npy
p095,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p095_camaraWeb_Enojo_000693.npy
p095,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p095_camaraWeb_Felicidad_000694.npy
p095,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p095_camaraWeb_Miedo_000695.npy
p095,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p095_camaraWeb_Neutral_000696.npy
p095,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p095_camaraWeb_Sorpresa_000697.npy
p095,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p095_camaraWeb_Tristeza_000698.npy
p097,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p097_camaraInfrarroja_Asco_000706.npy
p097,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p097_camaraInfrarroja_Enojo_000707.npy
p097,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p097_camaraInfrarroja_Felicidad_000708.npy
p097,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p097_camaraInfrarroja_Miedo_000709.npy
p097,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p097_camaraInfrarroja_Neutral_000710.npy
p097,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p097_camaraInfrarroja_Sorpresa_000711.npy
p097,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p097_camaraInfrarroja_Tristeza_000712.npy
p098,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p098_camaraInfrarroja_Asco_000720.npy
p098,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p098_camaraInfrarroja_Enojo_000721.npy
p098,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p098_camaraInfrarroja_Felicidad_000722.npy
p098,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p098_camaraInfrarroja_Miedo_000723.npy
p098,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p098_camaraInfrarroja_Neutral_000724.npy
p098,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p098_camaraInfrarroja_Sorpresa_000725.npy
p098,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p098_camaraInfrarroja_Tristeza_000726.npy
p098,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p098_camaraWeb_Asco_000713.npy
p098,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p098_camaraWeb_Enojo_000714.npy
p098,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p098_camaraWeb_Felicidad_000715.npy
p098,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p098_camaraWeb_Miedo_000716.npy
p098,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p098_camaraWeb_Neutral_000717.npy
p098,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p098_camaraWeb_Sorpresa_000718.npy
p098,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p098_camaraWeb_Tristeza_000719.npy
p099,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p099_camaraInfrarroja_Asco_000734.npy
p099,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p099_camaraInfrarroja_Enojo_000735.npy
p099,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p099_camaraInfrarroja_Felicidad_000736.npy
p099,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p099_camaraInfrarroja_Miedo_000737.npy
p099,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p099_camaraInfrarroja_Neutral_000738.npy
p099,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p099_camaraInfrarroja_Sorpresa_000739.npy
p099,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p099_camaraInfrarroja_Tristeza_000740.npy
p099,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p099_camaraWeb_Asco_000727.npy
p099,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p099_camaraWeb_Enojo_000728.npy
p099,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p099_camaraWeb_Felicidad_000729.npy
p099,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p099_camaraWeb_Miedo_000730.npy
p099,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p099_camaraWeb_Neutral_000731.npy
p099,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p099_camaraWeb_Sorpresa_000732.npy
p099,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p099_camaraWeb_Tristeza_000733.npy
p100,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p100_camaraInfrarroja_Asco_000748.npy
p100,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p100_camaraInfrarroja_Enojo_000749.npy
p100,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p100_camaraInfrarroja_Felicidad_000750.npy
p100,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p100_camaraInfrarroja_Miedo_000751.npy
p100,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p100_camaraInfrarroja_Neutral_000752.npy
p100,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p100_camaraInfrarroja_Sorpresa_000753.npy
p100,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p100_camaraInfrarroja_Tristeza_000754.npy
p100,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p100_camaraWeb_Asco_000741.npy
p100,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p100_camaraWeb_Enojo_000742.npy
p100,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p100_camaraWeb_Felicidad_000743.npy
p100,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p100_camaraWeb_Miedo_000744.npy
p100,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p100_camaraWeb_Neutral_000745.npy
p100,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p100_camaraWeb_Sorpresa_000746.npy
p100,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p100_camaraWeb_Tristeza_000747.npy
p101,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p101_camaraInfrarroja_Enojo_000763.npy
p101,camaraInfrarroja,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p101_camaraInfrarroja_Felicidad_000764.npy
p101,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p101_camaraInfrarroja_Miedo_000765.npy
p101,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p101_camaraInfrarroja_Neutral_000766.npy
p101,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p101_camaraInfrarroja_Sorpresa_000767.npy
p101,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p101_camaraInfrarroja_Tristeza_000768.npy
p101,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p101_camaraWeb_Asco_000755.npy
p101,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p101_camaraWeb_Enojo_000756.npy
p101,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p101_camaraWeb_Felicidad_000757.npy
p101,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p101_camaraWeb_Miedo_000758.npy
p101,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p101_camaraWeb_Neutral_000759.npy
p101,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p101_camaraWeb_Sorpresa_000760.npy
p101,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p101_camaraWeb_Tristeza_000761.npy
p102,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p102_camaraWeb_Asco_000769.npy
p102,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p102_camaraWeb_Enojo_000770.npy
p102,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p102_camaraWeb_Felicidad_000771.npy
p102,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p102_camaraWeb_Miedo_000772.npy
p102,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p102_camaraWeb_Neutral_000773.npy
p102,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p102_camaraWeb_Sorpresa_000774.npy
p102,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p102_camaraWeb_Tristeza_000775.npy
p103,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p103_camaraWeb_Asco_000783.npy
p103,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p103_camaraWeb_Enojo_000784.npy
p103,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p103_camaraWeb_Felicidad_000785.npy
p103,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p103_camaraWeb_Miedo_000786.npy
p103,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p103_camaraWeb_Neutral_000787.npy
p103,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p103_camaraWeb_Sorpresa_000788.npy
p103,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p103_camaraWeb_Tristeza_000789.npy
p104,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p104_camaraWeb_Asco_000797.npy
p104,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p104_camaraWeb_Enojo_000798.npy
p104,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p104_camaraWeb_Felicidad_000799.npy
p104,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p104_camaraWeb_Miedo_000800.npy
p104,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p104_camaraWeb_Neutral_000801.npy
p104,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p104_camaraWeb_Sorpresa_000802.npy
p104,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p104_camaraWeb_Tristeza_000803.npy
p105,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p105_camaraWeb_Asco_000811.npy
p105,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p105_camaraWeb_Enojo_000812.npy
p105,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p105_camaraWeb_Felicidad_000813.npy
p105,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p105_camaraWeb_Miedo_000814.npy
p105,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p105_camaraWeb_Neutral_000815.npy
p105,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p105_camaraWeb_Sorpresa_000816.npy
p105,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p105_camaraWeb_Tristeza_000817.npy
p106,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p106_camaraWeb_Asco_000825.npy
p106,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p106_camaraWeb_Enojo_000826.npy
p106,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p106_camaraWeb_Felicidad_000827.npy
p106,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p106_camaraWeb_Miedo_000828.npy
p106,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p106_camaraWeb_Neutral_000829.npy
p106,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p106_camaraWeb_Sorpresa_000830.npy
p106,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p106_camaraWeb_Tristeza_000831.npy
p107,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p107_camaraWeb_Asco_000839.npy
p107,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p107_camaraWeb_Enojo_000840.npy
p107,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p107_camaraWeb_Felicidad_000841.npy
p107,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p107_camaraWeb_Miedo_000842.npy
p107,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p107_camaraWeb_Neutral_000843.npy
p107,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p107_camaraWeb_Sorpresa_000844.npy
p107,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p107_camaraWeb_Tristeza_000845.npy
p108,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p108_camaraWeb_Asco_000853.npy
p108,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p108_camaraWeb_Enojo_000854.npy
p108,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p108_camaraWeb_Felicidad_000855.npy
p108,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p108_camaraWeb_Miedo_000856.npy
p108,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p108_camaraWeb_Neutral_000857.npy
p108,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p108_camaraWeb_Sorpresa_000858.npy
p108,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p108_camaraWeb_Tristeza_000859.npy
p109,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p109_camaraWeb_Asco_000867.npy
p109,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p109_camaraWeb_Enojo_000868.npy
p109,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p109_camaraWeb_Felicidad_000869.npy
p109,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p109_camaraWeb_Miedo_000870.npy
p109,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p109_camaraWeb_Neutral_000871.npy
p109,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p109_camaraWeb_Sorpresa_000872.npy
p109,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p109_camaraWeb_Tristeza_000873.npy
p110,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p110_camaraWeb_Asco_000881.npy
p110,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p110_camaraWeb_Enojo_000882.npy
p110,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p110_camaraWeb_Felicidad_000883.npy
p110,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p110_camaraWeb_Miedo_000884.npy
p110,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p110_camaraWeb_Neutral_000885.npy
p110,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p110_camaraWeb_Sorpresa_000886.npy
p110,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p110_camaraWeb_Tristeza_000887.npy
p111,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p111_camaraWeb_Asco_000895.npy
p111,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p111_camaraWeb_Enojo_000896.npy
p111,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p111_camaraWeb_Felicidad_000897.npy
p111,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p111_camaraWeb_Miedo_000898.npy
p111,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p111_camaraWeb_Neutral_000899.npy
p111,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p111_camaraWeb_Sorpresa_000900.npy
p111,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p111_camaraWeb_Tristeza_000901.npy
p112,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p112_camaraInfrarroja_Asco_000916.npy
p112,camaraInfrarroja,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p112_camaraInfrarroja_Miedo_000919.npy
p112,camaraInfrarroja,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p112_camaraInfrarroja_Neutral_000920.npy
p112,camaraInfrarroja,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p112_camaraInfrarroja_Sorpresa_000921.npy
p112,camaraInfrarroja,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p112_camaraInfrarroja_Tristeza_000922.npy
p112,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p112_camaraWeb_Asco_000909.npy
p112,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p112_camaraWeb_Enojo_000910.npy
p112,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p112_camaraWeb_Felicidad_000911.npy
p112,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p112_camaraWeb_Miedo_000912.npy
p112,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p112_camaraWeb_Neutral_000913.npy
p112,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p112_camaraWeb_Sorpresa_000914.npy
p112,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p112_camaraWeb_Tristeza_000915.npy
p113,camaraInfrarroja,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p113_camaraInfrarroja_Asco_000930.npy
p113,camaraInfrarroja,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p113_camaraInfrarroja_Enojo_000931.npy
p113,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p113_camaraWeb_Asco_000923.npy
p113,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p113_camaraWeb_Enojo_000924.npy
p113,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p113_camaraWeb_Felicidad_000925.npy
p113,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p113_camaraWeb_Miedo_000926.npy
p113,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p113_camaraWeb_Neutral_000927.npy
p113,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p113_camaraWeb_Sorpresa_000928.npy
p113,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p113_camaraWeb_Tristeza_000929.npy
p114,camaraWeb,Asco,C:\Users\cruzt\Downloads\features_tt2_escom\features\p114_camaraWeb_Asco_000937.npy
p114,camaraWeb,Enojo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p114_camaraWeb_Enojo_000938.npy
p114,camaraWeb,Felicidad,C:\Users\cruzt\Downloads\features_tt2_escom\features\p114_camaraWeb_Felicidad_000939.npy
p114,camaraWeb,Miedo,C:\Users\cruzt\Downloads\features_tt2_escom\features\p114_camaraWeb_Miedo_000940.npy
p114,camaraWeb,Neutral,C:\Users\cruzt\Downloads\features_tt2_escom\features\p114_camaraWeb_Neutral_000941.npy
p114,camaraWeb,Sorpresa,C:\Users\cruzt\Downloads\features_tt2_escom\features\p114_camaraWeb_Sorpresa_000942.npy
p114,camaraWeb,Tristeza,C:\Users\cruzt\Downloads\features_tt2_escom\features\p114_camaraWeb_Tristeza_000943.npy
